-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,⇣,⇣,↑,↑,-,-,-,-,-,⇣,⇣,↑,↑,-,-,-,-,-,-,-,-,-
-,←,←,←,←,←,←,←,+,+,+,+,⇠,←,←,←,←,+,+,+,+,⇠,←,←,←,←,←,←,←,-
-,←,←,←,←,←,←,←,+,+,+,+,⇠,←,←,←,←,+,+,+,+,⇠,←,←,←,←,←,←,←,-
-,→,→,→,→,→,→,⇢,+,+,+,+,→,→,→,→,⇢,+,+,+,+,→,→,→,→,→,→,→,→,-
-,→,→,→,→,→,→,⇢,+,+,+,+,→,→,→,→,⇢,+,+,+,+,→,→,→,→,→,→,→,→,-
-,-,-,-,-,-,-,-,↓,↓,⇡,⇡,-,-,-,-,-,↓,↓,⇡,⇡,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,⇣,⇣,↑,↑,-,-,-,-,-,⇣,⇣,↑,↑,-,-,-,-,-,-,-,-,-
-,←,←,←,←,←,←,←,+,+,+,+,⇠,←,←,←,←,+,+,+,+,⇠,←,←,←,←,←,←,←,-
-,←,←,←,←,←,←,←,+,+,+,+,⇠,←,←,←,←,+,+,+,+,⇠,←,←,←,←,←,←,←,-
-,→,→,→,→,→,→,⇢,+,+,+,+,→,→,→,→,⇢,+,+,+,+,→,→,→,→,→,→,→,→,-
-,→,→,→,→,→,→,⇢,+,+,+,+,→,→,→,→,⇢,+,+,+,+,→,→,→,→,→,→,→,→,-
-,-,-,-,-,-,-,-,↓,↓,⇡,⇡,-,-,-,-,-,↓,↓,⇡,⇡,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,↓,↓,↑,↑,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,⇣,⇣,↑,↑,-,-,-,-,-,⇣,⇣,↑,↑,-,-,-,-,-,-,-,-,-
-,←,←,←,←,←,←,←,+,+,+,+,⇠,←,←,←,←,+,+,+,+,⇠,←,←,←,←,←,←,←,-
-,←,←,←,←,←,←,←,+,+,+,+,⇠,←,←,←,←,+,+,+,+,⇠,←,←,←,←,←,←,←,-
-,→,→,→,→,→,→,⇢,+,+,+,+,→,→,→,→,⇢,+,+,+,+,→,→,→,→,→,→,→,→,-
-,→,→,→,→,→,→,⇢,+,+,+,+,→,→,→,→,⇢,+,+,+,+,→,→,→,→,→,→,→,→,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
